Day of week,Hrs,Mins,Stage,No.of waiting patients,Reason,Service time (secs)
2,9,39,3,32,2,86
3,19,57,2,49,1,2611
0,19,0,2,32,4,1096
4,12,15,4,1,3,100
0,9,1,2,15,4,1073
2,20,51,2,4,1,2473
2,21,52,3,16,4,78
4,18,49,4,12,4,99
6,17,50,2,33,2,3531
6,21,30,2,7,1,2444
3,20,16,2,7,0,890
6,21,41,2,18,3,1570
1,20,26,2,3,4,1236
2,20,9,2,12,0,908
6,18,58,2,32,2,3755
2,12,6,2,18,2,3573
0,21,26,3,21,0,60
1,18,11,2,47,2,4335
6,20,40,2,34,2,3376
1,21,17,2,40,3,1439
1,18,58,4,49,0,112
6,18,12,3,32,4,67
4,12,20,2,16,3,1891
2,21,27,4,11,4,88
0,10,11,2,14,4,1065
4,20,40,4,1,3,69
2,20,30,3,34,0,66
1,19,42,3,47,0,68
5,20,59,2,38,2,3548
6,14,48,4,7,1,75
3,20,47,2,35,1,2305
0,15,0,3,21,1,59
2,20,47,3,15,0,42
4,18,4,2,39,3,1464
3,18,23,2,5,2,3318
5,9,59,2,14,4,1060
6,21,16,3,47,1,86
0,20,57,4,38,1,90
1,21,50,2,33,2,3418
3,20,55,2,44,3,1459
6,9,11,2,1,0,668
6,0,59,4,28,1,92
0,18,2,2,41,3,1332
3,20,27,3,34,1,75
6,11,28,3,41,3,56
5,20,9,2,43,1,2417
3,20,21,4,15,0,100
2,18,0,2,3,0,904
4,19,43,2,28,3,1530
2,21,35,3,0,2,66
3,21,34,3,17,0,88
3,20,39,3,45,2,78
3,21,43,4,9,0,88
3,18,46,2,20,3,1482
0,9,40,2,38,2,4355
3,21,33,2,7,1,2258
1,11,15,2,13,4,1087
2,18,3,2,8,1,2654
3,21,44,2,36,2,4543
0,20,44,2,3,0,916
4,18,51,2,43,4,1069
0,12,7,2,43,3,1337
1,20,50,4,42,4,117
2,20,55,2,32,3,1430
2,21,54,3,16,1,62
4,19,16,2,22,3,1534
0,9,25,2,9,2,3585
4,19,50,2,38,2,3736
1,21,17,2,34,1,2428
5,19,54,2,0,1,2297
0,20,9,2,36,2,3696
1,18,11,2,5,2,3002
1,18,47,4,11,2,60
5,19,34,2,5,1,2273
4,10,18,2,16,2,3091
6,20,51,2,45,0,918
6,16,35,3,4,1,82
1,18,52,3,48,1,71
6,10,11,2,21,2,3850
3,12,38,2,3,3,1504
2,19,30,2,5,2,3362
0,9,7,4,47,2,96
6,15,2,2,37,1,2297
3,12,11,3,19,1,49
1,20,4,2,4,0,882
1,12,36,2,42,0,898
6,14,33,2,8,2,2621
4,9,15,3,37,4,74
3,11,44,2,32,0,918
2,18,14,2,24,2,3523
4,19,19,3,42,4,84
5,20,54,4,20,1,99
3,10,12,2,48,1,2273
5,20,47,3,22,0,82
2,12,41,3,18,4,87
0,12,33,3,38,3,44
3,21,12,4,11,3,74
4,20,28,3,49,3,74
4,18,25,2,41,2,3567
0,11,41,4,33,1,82
4,10,52,2,9,1,2266
6,19,7,3,11,1,53
4,9,51,4,12,1,85
0,14,24,2,37,3,1523
2,19,47,4,26,3,104
6,16,35,2,30,3,1565
0,15,35,2,47,3,1563
4,18,55,2,45,0,911
4,11,26,3,36,1,47
2,19,52,2,14,2,4551
3,21,1,3,41,1,61
5,21,49,2,7,3,1450
2,20,6,2,49,3,1520
5,21,6,2,40,4,1098
6,9,59,2,17,2,3936
0,21,59,3,8,0,78
0,17,13,2,6,0,766
6,0,31,2,35,1,2387
3,19,10,2,9,4,1099
0,0,49,3,44,2,60
0,17,17,3,13,1,46
0,18,26,3,22,2,76
2,12,32,2,34,2,3363
3,20,56,2,23,1,2376
4,19,44,2,28,1,2282
1,18,16,4,17,1,67
6,12,2,2,28,2,2727
6,18,36,2,22,4,1096
1,18,39,2,28,0,903
2,18,41,2,18,3,1695
1,18,35,3,37,0,54
1,21,32,4,4,2,69
4,12,14,2,26,1,2361
4,19,20,2,1,1,2275
2,19,37,4,5,0,106
5,19,51,4,2,2,89
1,9,6,2,13,3,1537
3,19,16,3,29,4,45
2,11,6,2,18,2,3310
6,16,50,2,9,1,2453
0,9,20,2,25,3,1466
4,12,59,3,18,2,45
2,18,12,4,37,1,86
3,19,36,2,29,0,891
5,19,30,2,33,3,1444
1,20,4,2,37,3,1546
1,21,18,2,22,3,1097
0,15,12,2,33,2,3734
1,20,52,2,32,1,2530
2,19,51,2,23,3,1426
1,19,10,2,17,3,1558
0,16,27,2,8,1,2277
6,10,0,2,37,2,3320
3,21,52,2,10,2,3372
4,19,39,2,12,1,2472
3,20,4,2,21,3,1511
0,0,46,2,48,4,899
4,21,58,3,49,0,71
5,21,43,2,8,2,3628
6,18,52,4,36,1,74
6,12,27,2,6,1,2546
0,9,57,4,18,1,90
2,19,25,4,26,1,88
2,20,42,2,29,4,1094
4,18,54,2,32,3,1511
5,20,22,3,41,0,69
2,12,22,2,28,2,2512
1,19,53,2,46,1,2244
5,18,39,3,41,4,63
4,18,7,2,16,3,1490
0,20,57,3,17,0,70
1,21,5,2,37,1,2298
0,19,5,2,40,3,1422
6,12,33,2,2,1,2587
4,20,47,2,41,2,3696
6,16,55,3,4,2,71
4,18,37,4,21,2,99
0,12,39,3,46,0,45
4,21,7,3,6,1,58
3,21,45,2,30,3,1503
4,20,18,2,10,2,3332
0,9,54,2,9,4,1139
4,21,8,2,32,1,2718
6,17,44,2,40,3,1467
5,19,3,2,8,4,1076
2,20,26,2,36,4,1081
5,18,22,2,26,3,1432
2,12,47,4,46,3,79
5,20,51,2,44,0,847
2,19,39,4,19,2,90
2,10,0,2,28,3,1424
6,0,37,2,10,2,3361
1,10,23,2,15,3,1538
4,20,43,4,21,1,108
4,18,28,3,25,4,67
2,19,24,2,24,0,1246
6,14,58,2,8,4,1062
2,10,9,2,24,0,897
2,21,20,4,2,4,113
0,11,0,2,15,0,852
0,19,59,3,32,3,43
5,19,10,2,3,2,3636
1,18,17,2,25,0,898
3,18,21,2,0,4,1065
6,20,48,4,25,4,98
1,19,32,2,10,3,1795
0,12,3,2,31,1,2285
0,11,22,3,46,4,74
1,19,19,2,35,1,2335
0,17,52,3,39,4,49
1,12,11,2,5,2,3759
1,21,38,2,40,3,1468
0,20,10,2,17,2,3350
4,21,53,2,12,1,2478
4,9,15,2,0,2,3582
4,19,21,2,31,0,541
1,21,59,2,34,1,2364
4,18,17,2,29,4,1097
5,12,57,2,35,4,1074
0,0,2,2,35,3,1579
0,9,57,2,11,3,1335
5,10,21,2,12,2,4708
3,21,44,3,27,1,50
6,0,56,4,22,1,87
0,16,24,2,30,3,1757
1,20,41,4,41,1,80
0,0,54,3,45,1,65
1,18,23,2,28,1,2421
0,16,34,2,6,1,2305
1,20,47,2,8,3,1538
3,18,29,4,37,1,85
5,21,48,2,33,0,884
3,9,37,2,1,4,1115
4,21,44,2,33,4,1076
2,11,44,2,22,2,4419
3,19,9,2,27,4,1086
0,18,42,2,28,1,2100
6,17,17,3,30,3,89
3,19,4,2,39,4,1082
3,19,53,2,19,0,880
4,19,36,2,28,1,2069
0,10,46,2,44,1,2420
0,19,48,2,1,0,917
6,0,45,3,2,4,89
6,12,53,2,41,4,1065
3,19,37,2,5,1,2052
4,21,46,2,6,3,1577
0,16,15,2,42,3,1548
0,0,58,2,12,3,1731
2,12,58,2,49,3,1579
5,11,49,4,12,1,91
4,21,52,2,15,2,3351
5,10,10,2,14,3,1547
4,21,25,3,34,2,72
3,20,15,4,7,3,88
5,21,6,2,7,1,2329
2,18,50,2,28,3,1706
1,11,59,2,32,4,1090
4,18,36,2,1,3,1524
6,9,23,2,39,2,3508
4,21,33,2,36,1,2422
3,11,30,4,48,1,96
0,14,21,2,18,0,792
2,20,45,2,22,1,2329
6,10,22,2,10,1,2262
1,19,13,2,20,0,659
5,20,3,2,49,2,3365
3,19,47,2,3,3,1495
1,18,43,4,7,3,98
1,18,25,2,21,1,2474
6,21,2,2,24,1,2407
6,10,56,3,35,2,50
4,18,31,2,30,0,890
0,11,43,4,17,4,83
6,20,21,2,22,1,2437
6,12,31,2,17,4,1097
0,16,52,3,37,2,76
4,11,37,3,14,4,74
5,21,38,3,31,4,79
0,0,15,2,31,1,2411
0,16,8,4,32,4,96
3,21,28,3,37,4,76
6,18,37,2,44,4,1097
2,21,20,2,8,0,901
5,18,5,2,46,0,889
4,20,45,4,21,3,99
4,21,50,2,22,2,3962
3,20,21,4,43,2,98
5,20,56,2,30,0,887
5,9,13,2,44,4,1079
6,9,14,2,37,4,1090
0,12,45,2,27,0,914
3,12,15,2,27,4,1066
5,20,57,2,8,1,2280
4,10,17,2,40,3,1852
5,18,12,2,46,2,2477
5,9,17,2,22,3,1793
3,21,7,2,19,2,3626
4,12,30,3,46,3,71
2,21,41,2,15,1,2930
5,20,40,2,43,1,2435
0,9,30,2,18,2,4238
2,12,33,3,45,4,40
1,21,15,2,15,0,909
6,18,47,4,25,0,92
5,11,12,2,22,0,953
5,9,42,2,23,4,1079
0,12,9,2,29,3,1544
6,16,34,4,44,2,89
4,11,58,2,22,3,1799
6,17,3,2,1,1,2315
2,20,48,2,9,4,1097
2,19,34,3,31,1,73
1,10,2,4,27,3,94
0,14,3,2,10,1,2474
4,10,8,2,5,2,3514
1,18,8,2,13,2,4798
0,14,55,2,28,0,899
1,10,8,2,37,0,1086
5,20,40,2,39,3,1523
3,19,51,3,13,0,76
0,21,43,2,16,2,4748
5,20,22,2,20,4,1083
1,11,32,2,34,2,3665
6,9,31,2,47,4,1088
3,10,23,2,49,1,2319
4,19,10,3,30,4,72
5,19,59,3,47,0,56
3,19,59,4,32,2,96
3,20,41,2,27,2,3408
1,19,59,2,23,2,3337
1,21,3,4,21,4,86
4,20,31,2,47,2,3590
4,19,32,2,8,2,3518
4,12,1,2,31,0,809
3,10,45,2,20,3,1439
1,12,13,2,23,2,3516
2,11,49,3,9,3,49
1,11,42,2,40,4,995
4,19,39,2,11,1,2273
3,21,4,2,27,4,863
0,15,53,2,35,3,1609
3,18,51,2,11,4,1084
5,21,17,2,49,3,1470
1,12,25,3,46,4,69
0,9,53,4,4,2,96
2,19,2,2,36,1,2463
0,0,25,2,44,4,987
6,0,25,3,29,2,63
3,21,5,2,21,3,1686
3,20,39,4,17,1,88
2,20,25,2,12,0,987
0,18,29,2,48,2,3621
1,12,43,2,43,0,901
6,14,21,2,32,0,617
0,19,40,2,30,4,1076
3,12,11,2,13,3,1493
0,18,12,2,16,0,908
2,20,57,2,32,3,1458
3,12,43,2,40,1,2479
4,18,2,2,22,0,887
1,11,13,2,11,3,1454
4,18,30,2,26,1,2571
4,12,22,2,17,4,1066
2,19,39,3,44,0,71
3,19,16,2,49,3,1572
6,16,4,2,37,3,1478
2,12,35,2,46,4,1062
0,15,41,2,49,0,900
5,18,6,2,10,4,1063
4,21,57,3,18,0,56
4,12,28,2,4,3,1483
5,21,56,4,32,0,95
5,18,15,2,1,2,3496
1,19,29,2,13,0,969
3,19,10,2,40,4,1060
1,18,31,2,39,2,3599
1,19,21,2,0,4,1080
2,21,59,2,8,2,4215
6,16,15,2,15,1,2265
5,21,12,2,44,1,2401
4,18,28,4,21,1,63
2,21,7,2,29,2,3317
2,21,39,4,17,3,84
2,20,57,2,48,4,1298
0,16,47,3,8,1,43
5,21,45,2,6,1,2306
5,20,32,3,17,0,72
1,21,37,4,26,3,84
5,19,11,2,47,2,3441
3,21,39,2,18,2,3572
3,11,33,2,35,1,2441
5,20,24,2,1,2,2921
4,18,43,2,49,0,1211
4,19,41,2,27,4,1061
2,18,38,2,0,4,1070
5,21,44,2,29,2,4668
2,19,3,2,45,3,1172
6,12,47,2,16,0,895
6,21,11,4,13,0,90
5,19,30,2,6,0,917
6,12,34,4,27,3,95
3,18,9,2,33,4,1088
2,12,9,4,1,2,89
5,9,12,2,8,0,898
1,20,7,2,26,2,3023
4,19,28,2,33,1,2015
3,12,57,2,32,3,1434
3,18,10,4,26,4,97
0,9,13,4,32,3,80
6,17,32,2,40,1,2012
0,14,22,2,46,2,3082
2,12,14,3,28,4,69
2,19,30,2,30,1,2415
2,19,18,2,34,3,1517
0,10,50,2,15,4,1094
2,20,20,4,23,4,82
3,18,5,2,27,3,1810
6,16,11,2,26,3,1255
1,21,23,2,13,1,2343
2,11,20,2,20,0,963
5,18,52,3,40,3,45
0,19,58,2,38,0,553
0,15,15,2,7,1,2364
3,20,51,2,14,0,892
0,12,58,2,14,0,899
5,9,33,2,15,4,1090
4,19,36,2,46,2,3646
0,17,24,2,41,4,1077
3,10,28,4,16,4,100
4,21,13,2,26,3,1437
0,18,15,3,24,4,43
4,19,21,2,12,1,2404
2,20,32,4,46,4,93
1,19,32,4,37,3,84
2,9,30,4,31,1,99
3,21,34,2,29,0,884
3,12,5,2,8,4,1078
3,19,6,4,0,4,115
2,20,38,2,18,1,2318
2,12,34,2,37,1,2423
2,21,11,2,17,1,2478
6,9,16,2,31,4,1082
3,12,55,2,27,0,918
5,20,24,3,6,4,80
2,20,34,2,49,0,880
5,10,34,2,38,4,1064
2,12,28,2,34,3,1475
3,20,29,2,18,1,2359
4,21,22,2,47,3,1456
0,20,48,3,9,3,70
2,10,4,4,48,4,97
5,20,35,2,29,0,913
0,21,32,2,31,4,1088
1,21,53,2,13,2,3549
6,12,38,2,29,3,1556
6,0,43,2,23,2,3661
3,19,21,2,0,3,1557
0,16,21,2,17,4,1303
4,20,18,2,22,0,662
6,11,30,2,46,1,2292
1,20,52,3,20,0,40
4,20,6,2,34,4,1248
5,20,45,2,13,2,3563
1,21,29,2,49,0,890
1,20,33,2,44,3,1571
5,19,54,2,29,2,3635
0,17,20,2,24,0,883
2,12,12,3,7,4,60
2,18,5,2,3,3,1467
2,21,28,2,4,4,1201
5,21,14,2,24,4,1271
0,0,39,4,43,1,62
0,11,52,4,20,3,90
5,21,39,2,32,0,900
6,9,44,4,49,2,83
4,19,22,4,33,4,87
2,21,50,2,40,1,2785
1,18,34,3,41,3,71
1,9,54,4,44,4,77
3,18,52,3,18,2,65
2,10,55,2,28,2,3529
5,21,28,3,14,2,64
6,12,40,3,21,4,82
4,18,51,3,21,1,65
2,19,28,2,10,4,1071
5,11,48,4,15,1,64
4,21,39,2,39,3,1422
2,21,43,2,8,4,1155
3,11,5,3,42,0,76
2,19,19,2,45,1,2440
1,21,13,2,26,4,1095
3,12,35,4,45,1,89
6,20,17,2,16,4,1094
1,21,18,2,32,1,2037
2,19,19,2,8,4,1046
6,14,56,2,10,1,2275
2,12,29,2,15,4,1079
1,18,23,2,31,3,1503
3,18,26,2,28,2,4722
0,14,37,3,29,2,77
4,21,32,2,23,0,620
1,20,51,2,6,3,1522
6,20,34,2,6,2,3380
5,20,3,2,24,4,1066
2,9,37,2,21,1,2467
3,19,57,2,44,4,1095
1,9,10,2,1,3,1479
4,21,48,2,48,0,898
1,19,15,2,22,0,706
3,21,40,2,18,4,936
2,18,29,2,33,2,4425
0,15,30,4,3,0,90
1,20,12,4,42,4,95
3,18,58,4,30,0,94
3,18,18,2,34,4,876
3,21,14,2,6,4,1069
5,21,1,3,19,1,47
5,11,27,2,6,2,3783
3,20,24,3,7,4,58
3,11,18,4,0,4,80
5,18,9,2,11,2,3770
4,18,26,2,44,4,1088
5,18,34,3,29,1,70
4,18,33,2,38,0,846
1,19,46,2,11,3,1428
1,10,54,2,26,4,1230
4,20,40,2,32,0,867
2,18,2,2,25,2,3632
6,18,27,4,2,1,79
6,21,24,4,37,0,96
3,20,57,3,28,0,67
5,9,21,2,13,2,3747
2,20,56,2,0,4,1063
6,18,15,3,45,2,60
6,14,55,2,14,2,3649
1,11,2,2,2,2,3389
0,21,53,2,17,4,1074
0,11,18,2,37,1,2894
4,21,24,2,5,1,2673
6,9,44,2,38,2,3656
6,10,1,4,40,3,82
2,18,40,2,40,2,3326
1,19,55,2,5,1,2583
4,20,1,2,20,3,1490
2,18,54,2,24,0,900
0,11,57,3,32,4,53
1,12,17,3,39,2,65
5,21,43,3,27,3,64
6,0,51,2,44,2,3721
5,18,6,2,6,4,1071
6,16,16,2,33,4,1070
3,18,50,2,43,1,2577
5,20,27,2,36,3,1493
6,14,22,2,24,2,3698
6,19,24,4,1,2,97
4,18,34,2,40,2,3783
5,19,17,2,33,4,1069
2,21,59,2,30,4,885
5,20,13,2,33,1,2491
6,18,15,2,7,0,550
1,21,55,4,24,0,91
6,0,36,3,36,1,57
3,21,17,3,20,0,69
0,21,4,3,2,1,74
2,18,49,2,20,0,915
1,21,51,2,41,4,1157
3,19,30,2,6,1,2143
2,10,38,2,12,2,3624
6,20,14,2,44,2,3516
2,19,55,3,11,0,70
4,10,59,3,4,1,76
1,9,3,4,30,3,96
3,10,42,2,23,0,905
6,12,18,2,45,3,1150
0,0,40,2,5,3,1510
3,19,0,2,27,3,1106
0,15,57,4,19,4,67
3,21,12,3,18,2,59
5,20,20,3,30,4,63
3,12,29,4,39,3,98
0,19,25,3,18,1,56
6,0,45,2,39,0,905
0,17,22,2,42,0,907
0,19,57,2,13,1,2451
4,19,56,4,3,4,83
6,14,22,4,33,0,84
4,21,32,2,32,0,903
3,21,58,2,35,4,1082
3,21,58,2,22,3,1539
4,19,49,2,19,2,3455
2,20,15,4,18,3,88
3,20,34,2,5,1,2251
4,18,48,2,32,4,1089
6,14,22,2,19,0,640
4,19,51,3,12,3,62
3,21,47,3,28,0,85
2,10,48,4,27,4,100
3,10,10,2,39,3,1786
2,21,56,3,4,4,87
1,20,21,2,24,0,895
1,12,2,4,31,4,85
6,20,27,4,45,1,96
1,20,12,3,24,3,50
4,19,38,2,46,2,3569
4,11,59,2,47,0,1159
6,20,42,2,8,0,908
0,16,57,3,9,0,60
3,20,58,2,26,2,4281
6,19,22,4,19,0,84
2,21,5,2,45,4,1085
1,19,1,2,26,0,889
4,20,3,4,31,0,83
2,21,9,3,32,2,52
1,20,52,3,35,4,64
6,17,39,2,41,4,1069
6,18,51,2,19,4,1074
4,19,29,3,41,2,77
0,15,44,3,40,3,54
2,9,11,2,10,0,546
5,20,50,2,34,0,911
0,17,45,2,49,4,1060
6,19,27,2,9,4,1212
2,19,21,2,5,2,3146
1,20,11,2,22,2,3789
0,14,46,2,39,3,1605
3,20,32,2,22,0,1187
3,19,1,2,33,3,1795
6,14,59,2,34,3,1850
3,9,52,2,12,0,908
4,19,37,2,4,0,904
5,12,40,4,3,2,89
4,21,29,2,43,1,2273
2,18,51,2,49,4,1073
4,9,46,3,28,4,68
6,18,58,2,27,4,1060
4,21,50,2,28,3,1351
2,19,34,2,35,1,2475
5,21,9,3,48,2,52
6,15,18,2,33,3,1894
4,18,56,2,9,1,2345
6,12,33,4,34,3,99
1,11,55,4,21,3,117
1,18,59,2,44,1,2411
2,20,44,2,47,1,2616
1,18,56,2,5,3,1497
4,10,54,4,42,1,95
6,11,6,4,0,2,83
0,20,37,4,33,2,94
0,12,35,4,22,2,94
5,11,13,2,28,4,1089
2,18,44,4,29,0,98
4,20,52,2,31,2,2450
6,20,15,2,29,3,1804
5,21,59,2,38,2,3487
1,20,0,2,35,3,1459
6,18,47,2,47,4,1089
0,0,23,4,36,0,88
5,10,21,4,29,3,85
2,18,8,2,39,1,2438
0,0,7,2,14,4,1093
5,12,3,2,32,3,1528
6,0,58,2,23,3,1434
4,21,29,3,17,1,68
4,9,5,2,3,3,1477
5,11,5,3,34,4,84
5,20,44,2,18,0,898
2,10,56,2,31,2,3520
0,15,27,4,9,4,96
0,19,1,3,35,1,78
2,18,24,2,43,4,1062
2,10,45,2,47,2,3730
3,18,49,4,47,1,92
0,17,40,2,21,1,2546
3,19,47,2,25,3,1515
3,21,35,2,16,0,1082
2,19,21,2,39,0,893
4,20,50,2,36,1,2434
6,12,54,2,6,3,1428
2,20,5,2,12,3,1858
0,0,1,2,20,4,981
3,12,30,3,38,0,68
5,9,31,4,36,0,86
2,21,58,3,8,4,72
5,20,17,2,11,2,4128
3,20,1,2,13,3,1494
5,20,34,3,13,0,54
3,21,35,2,28,3,1478
1,12,43,2,25,1,2619
6,20,9,4,15,1,60
4,20,33,2,25,3,1539
2,20,59,2,39,4,1064
2,12,34,3,42,1,48
0,11,3,2,36,2,3589
4,19,57,2,45,0,894
5,12,37,2,33,0,909
1,12,55,3,41,1,51
3,20,23,2,42,1,2409
5,20,32,2,30,1,2368
0,9,34,2,19,2,3162
4,20,20,2,2,0,913
6,10,18,2,3,4,1087
4,21,36,2,22,0,910
0,14,24,4,29,0,99
5,9,39,2,7,2,2500
5,18,31,2,29,4,1107
6,11,7,2,46,3,1310
0,11,50,4,30,2,110
4,18,24,2,18,3,1134
5,20,34,2,28,3,1469
4,18,23,2,35,0,904
4,21,24,3,44,2,51
1,19,14,2,24,3,1550
5,18,49,3,33,1,60
4,12,50,3,43,0,76
6,16,29,2,35,0,1137
5,12,57,2,16,3,1554
2,9,10,2,37,4,1089
5,20,45,2,16,4,1035
5,19,10,2,1,0,893
3,21,24,2,33,3,1538
6,20,58,2,23,1,2321
2,21,3,2,14,0,914
6,14,34,2,2,2,3576
1,18,56,2,35,1,2423
6,0,20,2,41,4,1072
2,18,27,2,33,1,2293
4,11,36,4,36,4,80
0,21,5,2,4,1,2625
3,11,24,2,46,0,892
6,11,22,4,0,3,93
5,18,42,4,15,4,97
3,21,50,2,19,0,889
0,17,0,2,30,4,1081
3,19,30,4,29,3,95
6,14,46,2,31,4,1076
4,19,35,2,12,0,1077
5,18,28,3,16,4,52
6,0,1,4,27,1,63
0,14,51,2,22,3,1099
6,17,56,3,37,0,75
3,19,10,2,27,1,2349
5,21,31,2,7,0,903
2,12,17,2,48,0,748
3,9,12,3,18,1,68
2,20,19,2,8,1,2415
0,15,18,2,11,0,893
4,11,32,3,30,1,50
1,19,22,3,34,1,85
5,10,54,4,12,2,87
6,20,34,2,29,3,1458
3,21,7,2,7,2,4373
3,20,54,2,13,0,899
0,16,59,2,20,1,2708
5,19,28,2,21,3,1467
5,20,50,4,32,2,91
2,20,1,4,44,4,91
6,11,4,2,28,1,2299
0,11,10,4,16,0,92
3,21,54,2,27,3,1192
0,0,10,2,5,2,3626
2,18,13,2,24,4,1091
5,10,27,2,39,3,1801
5,20,52,2,43,4,915
5,18,1,3,32,1,44
6,16,25,2,2,0,748
2,9,32,4,33,1,86
3,19,7,2,33,0,903
3,20,45,3,39,2,62
5,9,24,4,28,1,94
0,0,38,2,13,4,1115
5,18,2,2,16,0,786
0,20,34,2,14,3,1550
0,9,40,3,30,2,89
5,19,50,4,0,0,90
0,14,18,2,47,0,666
0,9,47,2,37,1,2309
2,20,55,2,17,3,1498
2,20,9,4,22,0,88
5,20,12,2,9,2,4531
0,17,40,2,37,0,1164
0,18,36,2,37,4,1095
5,19,1,3,33,1,80
4,18,57,2,7,1,1981
2,18,20,2,16,3,1496
5,21,10,2,9,4,1069
0,11,57,2,49,1,2266
3,18,25,3,14,3,47
6,11,35,2,49,3,1429
6,16,14,2,24,0,911
1,21,23,3,46,2,62
3,21,7,2,5,0,880
4,19,31,2,28,3,1448
5,10,45,2,49,1,2319
3,10,10,2,7,4,1066
5,11,17,3,29,4,48
3,20,50,2,36,4,1084
3,20,0,2,3,4,1065
5,21,58,3,41,4,48
0,20,27,2,43,0,901
6,9,21,2,39,1,2348
2,18,53,2,22,3,1492
3,18,47,4,1,2,95
4,20,47,4,25,2,90
6,11,25,3,8,3,67
4,19,26,4,36,1,98
0,14,51,2,19,3,1562
1,18,3,2,49,2,3643
5,18,42,4,28,3,86
2,9,9,2,25,0,908
2,21,2,4,28,1,85
0,9,38,3,49,2,57
6,11,32,2,15,0,891
6,17,6,3,9,1,87
6,0,36,2,42,3,1535
6,11,28,2,42,1,2879
1,19,51,2,11,4,1351
6,14,52,2,26,0,918
3,18,21,2,48,4,1122
0,18,23,2,5,4,1063
4,18,22,2,25,2,3760
1,20,30,3,49,4,75
1,11,18,3,13,0,87
3,18,45,3,15,0,70
6,20,57,2,49,2,3014
1,10,11,2,7,3,1453
5,10,40,2,11,3,1503
1,20,29,4,40,4,92
5,20,1,2,14,2,3346
1,19,39,4,12,1,87
0,9,29,2,13,2,3673
3,20,44,2,32,3,1509
1,12,55,4,21,3,82
1,10,23,2,10,3,1489
6,12,59,3,41,1,76
3,20,57,2,36,2,3470
2,18,50,2,9,2,3789
0,0,1,2,13,4,1075
3,19,57,2,25,0,1113
6,15,26,2,8,2,3501
2,10,55,2,34,1,2101
3,18,12,2,40,1,2288
3,19,29,2,11,4,1096
1,19,35,2,9,2,3307
5,19,2,3,4,3,88
1,18,48,2,15,4,1075
3,19,24,2,21,0,913
1,18,41,2,19,0,905
1,21,49,4,34,4,80
2,21,31,2,40,1,2340
6,16,46,4,38,1,81
1,18,9,3,13,1,43
3,19,45,3,10,2,52
6,20,41,2,22,4,1087
4,21,1,2,17,4,1069
3,19,49,3,11,0,60
5,19,17,2,9,0,883
4,18,56,4,22,4,89
2,20,55,4,19,4,86
2,18,10,2,30,1,2221
4,20,18,4,42,1,82
0,21,51,2,46,0,914
2,20,42,2,23,1,2394
3,20,53,2,47,2,3622
1,11,57,2,1,0,917
2,20,35,2,46,3,1618
3,21,34,2,39,3,1534
3,12,37,2,11,0,894
6,9,53,2,14,2,3565
2,10,42,2,19,2,3793
0,9,15,3,21,2,66
6,20,56,3,1,2,68
2,21,42,4,45,1,82
6,0,21,2,0,2,2639
6,12,20,2,41,3,1455
6,19,3,3,12,4,80
6,12,37,3,31,0,78
3,21,40,4,46,3,96
2,11,10,4,28,1,79
0,18,50,2,0,1,2395
1,20,59,4,22,4,88
1,20,38,2,47,0,919
6,9,50,2,33,3,1438
2,20,41,4,20,0,94
2,18,59,3,49,4,71
1,18,54,4,23,0,93
6,0,49,4,32,4,72
6,14,11,2,15,4,1200
5,19,22,2,8,0,919
5,10,35,4,7,0,108
2,21,23,2,20,1,2310
0,21,20,2,36,1,2900
2,21,10,3,2,3,82
1,21,8,2,47,2,3785
4,19,45,2,41,4,999
3,21,52,3,33,3,69
1,18,1,2,15,2,3580
5,20,0,2,11,4,1092
1,20,4,2,23,3,1889
5,19,8,2,33,2,3690
2,18,6,2,48,2,3332
2,20,43,2,4,3,1568
3,18,2,2,21,1,2427
4,20,55,2,21,3,1474
3,18,44,2,8,0,901
5,12,27,2,18,2,3851
2,18,17,4,25,3,93
1,9,42,4,16,3,61
6,15,6,3,48,2,56
5,11,48,2,24,2,3374
5,21,45,2,39,4,1082
0,19,1,4,1,4,94
4,18,45,2,38,4,1060
5,19,3,4,12,1,112
1,10,48,2,34,4,1076
6,0,24,2,3,3,1224
6,19,48,2,14,4,910
4,18,6,2,29,4,1088
1,18,59,2,16,1,2439
5,21,29,2,45,1,2167
0,18,55,2,41,1,2528
0,14,26,2,38,1,2327
0,16,8,2,15,2,3787
1,18,52,2,31,3,1517
1,18,49,2,38,3,1480
0,14,52,2,9,4,1095
6,15,4,2,44,3,1475
1,19,19,2,11,2,3667
4,20,18,2,13,0,887
2,18,18,4,23,3,85
1,11,32,2,0,2,3557
2,20,25,2,15,3,1500
1,21,59,4,31,2,83
2,20,0,2,48,1,2032
1,20,37,3,45,2,73
4,19,10,2,44,3,1126
1,20,40,3,26,0,58
1,9,21,2,6,3,1499
0,12,49,3,37,1,41
4,21,28,2,3,2,3771
6,17,54,2,26,3,1507
1,20,28,2,45,4,925
2,21,27,2,2,0,900
3,18,22,2,4,3,1545
2,9,11,4,22,2,87
2,19,0,2,43,4,920
2,18,50,2,36,2,3599
6,12,23,2,7,1,2469
3,19,36,4,26,1,98
3,19,26,2,38,3,1532
0,17,35,3,47,3,50
5,9,36,2,14,0,899
4,20,32,3,35,0,69
5,9,22,4,21,0,88
1,10,36,2,5,0,800
3,20,36,2,34,1,2184
4,18,34,2,17,0,889
4,20,11,2,7,1,2850
1,19,43,2,34,4,1107
